"user_id","age_group","gender","location","preferred_categories","avg_order_value","total_orders","member_since","last_purchase_date"
"USR_000963","65+","F","Houston","BOOKS|ELECTRONICS|CLOTHING","81,42","30","2024-08-10","2024-08-13"
"USR_000964","55-64","F","New York","BOOKS|CLOTHING|HOME","490,20","41","2023-01-24","2023-06-28"
"USR_000965","25-34","M","Miami","BOOKS|CLOTHING|ELECTRONICS","285,79","37","2023-06-19","2023-07-06"
"USR_000966","45-54","M","Chicago","HOME|ELECTRONICS|CLOTHING","355,14","14","2023-07-07","2024-07-18"
"USR_000967","18-24","F","New York","BOOKS|ELECTRONICS|CLOTHING","207,32","12","2023-09-06","2023-09-20"
"USR_000968","18-24","F","Miami","ELECTRONICS|HOME|BOOKS","472,47","27","2023-11-03","2024-01-09"
"USR_000969","55-64","F","Chicago","ELECTRONICS|HOME|CLOTHING","155,56","4","2023-05-23","2024-11-05"
"USR_000970","55-64","M","Los Angeles","ELECTRONICS|CLOTHING|BOOKS","223,13","33","2023-04-03","2023-08-09"
"USR_000971","45-54","M","New York","CLOTHING|HOME|ELECTRONICS","290,11","35","2023-03-24","2024-11-04"
"USR_000972","55-64","F","Los Angeles","HOME|ELECTRONICS|CLOTHING","495,66","31","2024-08-02","2024-11-07"
"USR_000973","55-64","F","New York","HOME|BOOKS|CLOTHING","261,44","5","2023-12-02","2024-02-02"
"USR_000974","55-64","M","Miami","ELECTRONICS|HOME|CLOTHING","63,01","17","2024-06-22","2024-09-11"
"USR_000975","35-44","M","Miami","HOME|CLOTHING|BOOKS","415,39","49","2024-10-18","2024-11-18"
"USR_000976","25-34","M","Chicago","ELECTRONICS|HOME|CLOTHING","326,65","11","2023-06-06","2024-06-15"
"USR_000977","55-64","M","Houston","CLOTHING|BOOKS|HOME","309,22","1","2024-11-07","2024-12-05"
"USR_000978","65+","F","Chicago","ELECTRONICS|HOME|CLOTHING","57,24","49","2023-01-15","2024-06-03"
"USR_000979","18-24","F","Houston","BOOKS|ELECTRONICS|CLOTHING","299,67","18","2024-08-03","2024-11-01"
"USR_000980","18-24","M","Chicago","HOME|BOOKS|CLOTHING","123,17","9","2024-01-11","2024-09-05"
"USR_000981","65+","F","Chicago","HOME|ELECTRONICS|CLOTHING","375,63","39","2024-02-19","2024-09-17"
"USR_000982","18-24","F","Chicago","BOOKS|HOME|CLOTHING","61,32","47","2023-11-22","2024-02-21"
"USR_000983","65+","M","Miami","HOME|CLOTHING|BOOKS","421,07","31","2023-12-11","2024-07-15"
"USR_000984","18-24","M","New York","BOOKS|CLOTHING|ELECTRONICS","406,56","1","2024-03-05","2024-04-17"
"USR_000985","55-64","F","Miami","ELECTRONICS|BOOKS|HOME","355,89","30","2023-06-26","2024-07-07"
"USR_000986","25-34","M","Houston","HOME|CLOTHING|ELECTRONICS","59,00","26","2024-01-30","2024-08-28"
"USR_000987","55-64","F","Houston","HOME|BOOKS|CLOTHING","65,03","26","2023-03-29","2024-05-07"
"USR_000988","35-44","F","Houston","CLOTHING|BOOKS|ELECTRONICS","130,78","31","2023-05-10","2024-07-11"
"USR_000989","25-34","F","New York","ELECTRONICS|HOME|BOOKS","488,85","3","2024-05-24","2024-09-14"
"USR_000990","65+","F","Miami","CLOTHING|BOOKS|HOME","176,31","4","2024-09-05","2024-11-05"
"USR_000991","55-64","M","Houston","CLOTHING|HOME|BOOKS","160,00","46","2024-03-22","2024-10-21"
"USR_000992","45-54","M","Houston","CLOTHING|ELECTRONICS|HOME","272,68","22","2024-08-16","2024-08-28"
"USR_000993","18-24","F","Houston","CLOTHING|HOME|BOOKS","484,62","46","2024-01-09","2024-09-06"
"USR_000994","45-54","M","Los Angeles","CLOTHING|BOOKS|ELECTRONICS","479,36","27","2024-11-29","2024-12-02"
"USR_000995","55-64","F","New York","BOOKS|ELECTRONICS|CLOTHING","328,33","8","2024-04-26","2024-11-11"
"USR_000996","35-44","M","Miami","ELECTRONICS|BOOKS|CLOTHING","118,60","10","2023-08-21","2023-10-23"
"USR_000997","35-44","F","Los Angeles","ELECTRONICS|BOOKS|HOME","179,75","34","2024-08-23","2024-10-20"
"USR_000998","35-44","M","Houston","ELECTRONICS|BOOKS|HOME","330,96","21","2024-07-24","2024-07-27"
"USR_000999","25-34","F","Houston","ELECTRONICS|CLOTHING|HOME","277,00","7","2023-03-01","2024-05-26"
